id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_1716,software/project terms,deschide rezultat,open result,deschide rezultat / open result,R;,1716,1716,2,template_open,
d2000_1717,software/project terms,actualizează rezultat,update result,actualizează rezultat / update result,R=,1717,1717,2,template_update,
d2000_1718,software/project terms,șterge rezultat,delete result,șterge rezultat / delete result,R?,1718,1718,2,template_delete,
d2000_1719,software/project terms,verifică rezultat,check result,verifică rezultat / check result,R@,1719,1719,2,template_check,
d2000_1720,software/project terms,generează rezultat,generate result,generează rezultat / generate result,R^,1720,1720,2,template_generate,
d2000_1721,software/project terms,deschide raport,open report,deschide raport / open report,R_,1721,1721,2,template_open,
d2000_1722,software/project terms,actualizează raport,update report,actualizează raport / update report,R~,1722,1722,2,template_update,
d2000_1723,software/project terms,șterge raport,delete report,șterge raport / delete report,S0,1723,1723,2,template_delete,
d2000_1724,software/project terms,verifică raport,check report,verifică raport / check report,S1,1724,1724,2,template_check,
d2000_1725,software/project terms,generează raport,generate report,generează raport / generate report,S2,1725,1725,2,template_generate,
d2000_1726,software/project terms,deschide model,open model,deschide model / open model,S3,1726,1726,2,template_open,
d2000_1727,software/project terms,actualizează model,update model,actualizează model / update model,S4,1727,1727,2,template_update,
d2000_1728,software/project terms,șterge model,delete model,șterge model / delete model,S5,1728,1728,2,template_delete,
d2000_1729,software/project terms,verifică model,check model,verifică model / check model,S6,1729,1729,2,template_check,
d2000_1730,software/project terms,generează model,generate model,generează model / generate model,S7,1730,1730,2,template_generate,
d2000_1731,software/project terms,deschide agent,open agent,deschide agent / open agent,S8,1731,1731,2,template_open,
d2000_1732,software/project terms,actualizează agent,update agent,actualizează agent / update agent,S9,1732,1732,2,template_update,
d2000_1733,software/project terms,șterge agent,delete agent,șterge agent / delete agent,SB,1733,1733,2,template_delete,
d2000_1734,software/project terms,verifică agent,check agent,verifică agent / check agent,SC,1734,1734,2,template_check,
d2000_1735,software/project terms,generează agent,generate agent,generează agent / generate agent,SD,1735,1735,2,template_generate,
d2000_1736,software/project terms,deschide prompt,open prompt,deschide prompt / open prompt,SF,1736,1736,2,template_open,
d2000_1737,software/project terms,actualizează prompt,update prompt,actualizează prompt / update prompt,SG,1737,1737,2,template_update,
d2000_1738,software/project terms,șterge prompt,delete prompt,șterge prompt / delete prompt,SH,1738,1738,2,template_delete,
d2000_1739,software/project terms,verifică prompt,check prompt,verifică prompt / check prompt,SJ,1739,1739,2,template_check,
d2000_1740,software/project terms,generează prompt,generate prompt,generează prompt / generate prompt,SK,1740,1740,2,template_generate,
d2000_1741,software/project terms,deschide răspuns,open response,deschide răspuns / open response,SL,1741,1741,2,template_open,
d2000_1742,software/project terms,actualizează răspuns,update response,actualizează răspuns / update response,SM,1742,1742,2,template_update,
d2000_1743,software/project terms,șterge răspuns,delete response,șterge răspuns / delete response,SN,1743,1743,2,template_delete,
d2000_1744,software/project terms,verifică răspuns,check response,verifică răspuns / check response,SP,1744,1744,2,template_check,
d2000_1745,software/project terms,generează răspuns,generate response,generează răspuns / generate response,SQ,1745,1745,2,template_generate,
d2000_1746,software/project terms,deschide token,open token,deschide token / open token,SR,1746,1746,2,template_open,
d2000_1747,software/project terms,actualizează token,update token,actualizează token / update token,SS,1747,1747,2,template_update,
d2000_1748,software/project terms,șterge token,delete token,șterge token / delete token,ST,1748,1748,2,template_delete,
d2000_1749,software/project terms,verifică token,check token,verifică token / check token,SV,1749,1749,2,template_check,
d2000_1750,software/project terms,generează token,generate token,generează token / generate token,SW,1750,1750,2,template_generate,
d2000_1751,software/project terms,deschide protocol,open protocol,deschide protocol / open protocol,SX,1751,1751,2,template_open,
d2000_1752,software/project terms,actualizează protocol,update protocol,actualizează protocol / update protocol,SY,1752,1752,2,template_update,
d2000_1753,software/project terms,șterge protocol,delete protocol,șterge protocol / delete protocol,SZ,1753,1753,2,template_delete,
d2000_1754,software/project terms,verifică protocol,check protocol,verifică protocol / check protocol,Sb,1754,1754,2,template_check,
d2000_1755,software/project terms,generează protocol,generate protocol,generează protocol / generate protocol,Sc,1755,1755,2,template_generate,
d2000_1756,software/project terms,deschide stare,open state,deschide stare / open state,Sd,1756,1756,2,template_open,
d2000_1757,software/project terms,actualizează stare,update state,actualizează stare / update state,Sf,1757,1757,2,template_update,
d2000_1758,software/project terms,șterge stare,delete state,șterge stare / delete state,Sg,1758,1758,2,template_delete,
d2000_1759,software/project terms,verifică stare,check state,verifică stare / check state,Sh,1759,1759,2,template_check,
d2000_1760,software/project terms,generează stare,generate state,generează stare / generate state,Sj,1760,1760,2,template_generate,
d2000_1761,software/project terms,deschide rundă,open round,deschide rundă / open round,Sk,1761,1761,2,template_open,
d2000_1762,software/project terms,actualizează rundă,update round,actualizează rundă / update round,Sl,1762,1762,2,template_update,
d2000_1763,software/project terms,șterge rundă,delete round,șterge rundă / delete round,Sm,1763,1763,2,template_delete,
d2000_1764,software/project terms,verifică rundă,check round,verifică rundă / check round,Sn,1764,1764,2,template_check,
d2000_1765,software/project terms,generează rundă,generate round,generează rundă / generate round,Sp,1765,1765,2,template_generate,
d2000_1766,software/project terms,deschide metrică,open metric,deschide metrică / open metric,Sq,1766,1766,2,template_open,
d2000_1767,software/project terms,actualizează metrică,update metric,actualizează metrică / update metric,Sr,1767,1767,2,template_update,
d2000_1768,software/project terms,șterge metrică,delete metric,șterge metrică / delete metric,Ss,1768,1768,2,template_delete,
d2000_1769,software/project terms,verifică metrică,check metric,verifică metrică / check metric,St,1769,1769,2,template_check,
d2000_1770,software/project terms,generează metrică,generate metric,generează metrică / generate metric,Sv,1770,1770,2,template_generate,
d2000_1771,software/project terms,deschide scor,open score,deschide scor / open score,Sw,1771,1771,2,template_open,
d2000_1772,software/project terms,actualizează scor,update score,actualizează scor / update score,Sx,1772,1772,2,template_update,
d2000_1773,software/project terms,șterge scor,delete score,șterge scor / delete score,Sy,1773,1773,2,template_delete,
d2000_1774,software/project terms,verifică scor,check score,verifică scor / check score,Sz,1774,1774,2,template_check,
d2000_1775,software/project terms,generează scor,generate score,generează scor / generate score,S!,1775,1775,2,template_generate,
d2000_1776,software/project terms,deschide recompensă,open reward,deschide recompensă / open reward,S#,1776,1776,2,template_open,
d2000_1777,software/project terms,actualizează recompensă,update reward,actualizează recompensă / update reward,S$,1777,1777,2,template_update,
d2000_1778,software/project terms,șterge recompensă,delete reward,șterge recompensă / delete reward,S%,1778,1778,2,template_delete,
d2000_1779,software/project terms,verifică recompensă,check reward,verifică recompensă / check reward,S&,1779,1779,2,template_check,
d2000_1780,software/project terms,generează recompensă,generate reward,generează recompensă / generate reward,S*,1780,1780,2,template_generate,
d2000_1781,software/project terms,deschide compresie,open compression,deschide compresie / open compression,S+,1781,1781,2,template_open,
d2000_1782,software/project terms,actualizează compresie,update compression,actualizează compresie / update compression,S.,1782,1782,2,template_update,
d2000_1783,software/project terms,șterge compresie,delete compression,șterge compresie / delete compression,S/,1783,1783,2,template_delete,
d2000_1784,software/project terms,verifică compresie,check compression,verifică compresie / check compression,S:,1784,1784,2,template_check,
d2000_1785,software/project terms,generează compresie,generate compression,generează compresie / generate compression,S;,1785,1785,2,template_generate,
d2000_1786,software/project terms,deschide decodare,open decoding,deschide decodare / open decoding,S=,1786,1786,2,template_open,
d2000_1787,software/project terms,actualizează decodare,update decoding,actualizează decodare / update decoding,S?,1787,1787,2,template_update,
d2000_1788,software/project terms,șterge decodare,delete decoding,șterge decodare / delete decoding,S@,1788,1788,2,template_delete,
d2000_1789,software/project terms,verifică decodare,check decoding,verifică decodare / check decoding,S^,1789,1789,2,template_check,
d2000_1790,software/project terms,generează decodare,generate decoding,generează decodare / generate decoding,S_,1790,1790,2,template_generate,
d2000_1791,software/project terms,deschide codificare,open encoding,deschide codificare / open encoding,S~,1791,1791,2,template_open,
d2000_1792,software/project terms,actualizează codificare,update encoding,actualizează codificare / update encoding,T0,1792,1792,2,template_update,
d2000_1793,software/project terms,șterge codificare,delete encoding,șterge codificare / delete encoding,T1,1793,1793,2,template_delete,
d2000_1794,software/project terms,verifică codificare,check encoding,verifică codificare / check encoding,T2,1794,1794,2,template_check,
