id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_1159,actions,trebuie să a spune,must to say,trebuie să a spune / must to say,H%,1159,1159,2,template_must,
d2000_1160,requests,poți să a întreba?,can you to ask?,poți să a întreba? / can you to ask?,H&,1160,1160,2,template_can_you,
d2000_1161,negation,nu a întreba,do not to ask,nu a întreba / do not to ask,H*,1161,1161,2,template_negation,
d2000_1162,actions,trebuie să a întreba,must to ask,trebuie să a întreba / must to ask,H+,1162,1162,2,template_must,
d2000_1163,requests,poți să a răspunde?,can you to answer?,poți să a răspunde? / can you to answer?,H.,1163,1163,2,template_can_you,
d2000_1164,negation,nu a răspunde,do not to answer,nu a răspunde / do not to answer,H/,1164,1164,2,template_negation,
d2000_1165,actions,trebuie să a răspunde,must to answer,trebuie să a răspunde / must to answer,H:,1165,1165,2,template_must,
d2000_1166,requests,poți să a scrie?,can you to write?,poți să a scrie? / can you to write?,H;,1166,1166,2,template_can_you,
d2000_1167,negation,nu a scrie,do not to write,nu a scrie / do not to write,H=,1167,1167,2,template_negation,
d2000_1168,actions,trebuie să a scrie,must to write,trebuie să a scrie / must to write,H?,1168,1168,2,template_must,
d2000_1169,requests,poți să a citi?,can you to read?,poți să a citi? / can you to read?,H@,1169,1169,2,template_can_you,
d2000_1170,negation,nu a citi,do not to read,nu a citi / do not to read,H^,1170,1170,2,template_negation,
d2000_1171,actions,trebuie să a citi,must to read,trebuie să a citi / must to read,H_,1171,1171,2,template_must,
d2000_1172,requests,poți să a crea?,can you to create?,poți să a crea? / can you to create?,H~,1172,1172,2,template_can_you,
d2000_1173,negation,nu a crea,do not to create,nu a crea / do not to create,J0,1173,1173,2,template_negation,
d2000_1174,actions,trebuie să a crea,must to create,trebuie să a crea / must to create,J1,1174,1174,2,template_must,
d2000_1175,requests,poți să a șterge?,can you to delete?,poți să a șterge? / can you to delete?,J2,1175,1175,2,template_can_you,
d2000_1176,negation,nu a șterge,do not to delete,nu a șterge / do not to delete,J3,1176,1176,2,template_negation,
d2000_1177,actions,trebuie să a șterge,must to delete,trebuie să a șterge / must to delete,J4,1177,1177,2,template_must,
d2000_1178,requests,poți să a salva?,can you to save?,poți să a salva? / can you to save?,J5,1178,1178,2,template_can_you,
d2000_1179,negation,nu a salva,do not to save,nu a salva / do not to save,J6,1179,1179,2,template_negation,
d2000_1180,actions,trebuie să a salva,must to save,trebuie să a salva / must to save,J7,1180,1180,2,template_must,
d2000_1181,requests,poți să a încărca?,can you to load?,poți să a încărca? / can you to load?,J8,1181,1181,2,template_can_you,
d2000_1182,negation,nu a încărca,do not to load,nu a încărca / do not to load,J9,1182,1182,2,template_negation,
d2000_1183,actions,trebuie să a încărca,must to load,trebuie să a încărca / must to load,JB,1183,1183,2,template_must,
d2000_1184,requests,poți să a trimite?,can you to send?,poți să a trimite? / can you to send?,JC,1184,1184,2,template_can_you,
d2000_1185,negation,nu a trimite,do not to send,nu a trimite / do not to send,JD,1185,1185,2,template_negation,
d2000_1186,actions,trebuie să a trimite,must to send,trebuie să a trimite / must to send,JF,1186,1186,2,template_must,
d2000_1187,requests,poți să a primi?,can you to receive?,poți să a primi? / can you to receive?,JG,1187,1187,2,template_can_you,
d2000_1188,negation,nu a primi,do not to receive,nu a primi / do not to receive,JH,1188,1188,2,template_negation,
d2000_1189,actions,trebuie să a primi,must to receive,trebuie să a primi / must to receive,JJ,1189,1189,2,template_must,
d2000_1190,requests,poți să a explica?,can you to explain?,poți să a explica? / can you to explain?,JK,1190,1190,2,template_can_you,
d2000_1191,negation,nu a explica,do not to explain,nu a explica / do not to explain,JL,1191,1191,2,template_negation,
d2000_1192,actions,trebuie să a explica,must to explain,trebuie să a explica / must to explain,JM,1192,1192,2,template_must,
d2000_1193,requests,poți să a comprima?,can you to compress?,poți să a comprima? / can you to compress?,JN,1193,1193,2,template_can_you,
d2000_1194,negation,nu a comprima,do not to compress,nu a comprima / do not to compress,JP,1194,1194,2,template_negation,
d2000_1195,actions,trebuie să a comprima,must to compress,trebuie să a comprima / must to compress,JQ,1195,1195,2,template_must,
d2000_1196,requests,poți să a codifica?,can you to encode?,poți să a codifica? / can you to encode?,JR,1196,1196,2,template_can_you,
d2000_1197,negation,nu a codifica,do not to encode,nu a codifica / do not to encode,JS,1197,1197,2,template_negation,
d2000_1198,actions,trebuie să a codifica,must to encode,trebuie să a codifica / must to encode,JT,1198,1198,2,template_must,
d2000_1199,requests,poți să a decodifica?,can you to decode?,poți să a decodifica? / can you to decode?,JV,1199,1199,2,template_can_you,
d2000_1200,negation,nu a decodifica,do not to decode,nu a decodifica / do not to decode,JW,1200,1200,2,template_negation,
d2000_1201,actions,trebuie să a decodifica,must to decode,trebuie să a decodifica / must to decode,JX,1201,1201,2,template_must,
d2000_1202,requests,poți să a traduce?,can you to translate?,poți să a traduce? / can you to translate?,JY,1202,1202,2,template_can_you,
d2000_1203,negation,nu a traduce,do not to translate,nu a traduce / do not to translate,JZ,1203,1203,2,template_negation,
d2000_1204,actions,trebuie să a traduce,must to translate,trebuie să a traduce / must to translate,Jb,1204,1204,2,template_must,
d2000_1205,requests,poți să a testa?,can you to test?,poți să a testa? / can you to test?,Jc,1205,1205,2,template_can_you,
d2000_1206,negation,nu a testa,do not to test,nu a testa / do not to test,Jd,1206,1206,2,template_negation,
d2000_1207,actions,trebuie să a testa,must to test,trebuie să a testa / must to test,Jf,1207,1207,2,template_must,
d2000_1208,requests,poți să a verifica?,can you to check?,poți să a verifica? / can you to check?,Jg,1208,1208,2,template_can_you,
d2000_1209,negation,nu a verifica,do not to check,nu a verifica / do not to check,Jh,1209,1209,2,template_negation,
d2000_1210,actions,trebuie să a verifica,must to check,trebuie să a verifica / must to check,Jj,1210,1210,2,template_must,
d2000_1211,requests,poți să a repara?,can you to fix?,poți să a repara? / can you to fix?,Jk,1211,1211,2,template_can_you,
d2000_1212,negation,nu a repara,do not to fix,nu a repara / do not to fix,Jl,1212,1212,2,template_negation,
d2000_1213,actions,trebuie să a repara,must to fix,trebuie să a repara / must to fix,Jm,1213,1213,2,template_must,
d2000_1214,requests,poți să a porni?,can you to start?,poți să a porni? / can you to start?,Jn,1214,1214,2,template_can_you,
d2000_1215,negation,nu a porni,do not to start,nu a porni / do not to start,Jp,1215,1215,2,template_negation,
d2000_1216,actions,trebuie să a porni,must to start,trebuie să a porni / must to start,Jq,1216,1216,2,template_must,
d2000_1217,requests,poți să a opri?,can you to stop?,poți să a opri? / can you to stop?,Jr,1217,1217,2,template_can_you,
d2000_1218,negation,nu a opri,do not to stop,nu a opri / do not to stop,Js,1218,1218,2,template_negation,
d2000_1219,actions,trebuie să a opri,must to stop,trebuie să a opri / must to stop,Jt,1219,1219,2,template_must,
d2000_1220,requests,poți să a continua?,can you to continue?,poți să a continua? / can you to continue?,Jv,1220,1220,2,template_can_you,
d2000_1221,negation,nu a continua,do not to continue,nu a continua / do not to continue,Jw,1221,1221,2,template_negation,
d2000_1222,actions,trebuie să a continua,must to continue,trebuie să a continua / must to continue,Jx,1222,1222,2,template_must,
d2000_1223,requests,poți să a repeta?,can you to repeat?,poți să a repeta? / can you to repeat?,Jy,1223,1223,2,template_can_you,
d2000_1224,negation,nu a repeta,do not to repeat,nu a repeta / do not to repeat,Jz,1224,1224,2,template_negation,
d2000_1225,actions,trebuie să a repeta,must to repeat,trebuie să a repeta / must to repeat,J!,1225,1225,2,template_must,
d2000_1226,requests,poți să a schimba?,can you to change?,poți să a schimba? / can you to change?,J#,1226,1226,2,template_can_you,
d2000_1227,negation,nu a schimba,do not to change,nu a schimba / do not to change,J$,1227,1227,2,template_negation,
d2000_1228,actions,trebuie să a schimba,must to change,trebuie să a schimba / must to change,J%,1228,1228,2,template_must,
d2000_1229,requests,poți să a alege?,can you to choose?,poți să a alege? / can you to choose?,J&,1229,1229,2,template_can_you,
d2000_1230,negation,nu a alege,do not to choose,nu a alege / do not to choose,J*,1230,1230,2,template_negation,
d2000_1231,actions,trebuie să a alege,must to choose,trebuie să a alege / must to choose,J+,1231,1231,2,template_must,
d2000_1232,requests,poți să a compara?,can you to compare?,poți să a compara? / can you to compare?,J.,1232,1232,2,template_can_you,
d2000_1233,negation,nu a compara,do not to compare,nu a compara / do not to compare,J/,1233,1233,2,template_negation,
d2000_1234,actions,trebuie să a compara,must to compare,trebuie să a compara / must to compare,J:,1234,1234,2,template_must,
d2000_1235,requests,poți să a măsura?,can you to measure?,poți să a măsura? / can you to measure?,J;,1235,1235,2,template_can_you,
d2000_1236,negation,nu a măsura,do not to measure,nu a măsura / do not to measure,J=,1236,1236,2,template_negation,
d2000_1237,actions,trebuie să a măsura,must to measure,trebuie să a măsura / must to measure,J?,1237,1237,2,template_must,
d2000_1238,requests,poți să a reduce?,can you to reduce?,poți să a reduce? / can you to reduce?,J@,1238,1238,2,template_can_you,
d2000_1239,negation,nu a reduce,do not to reduce,nu a reduce / do not to reduce,J^,1239,1239,2,template_negation,
d2000_1240,actions,trebuie să a reduce,must to reduce,trebuie să a reduce / must to reduce,J_,1240,1240,2,template_must,
d2000_1241,requests,poți să a scurta?,can you to shorten?,poți să a scurta? / can you to shorten?,J~,1241,1241,2,template_can_you,
d2000_1242,negation,nu a scurta,do not to shorten,nu a scurta / do not to shorten,K0,1242,1242,2,template_negation,
d2000_1243,actions,trebuie să a scurta,must to shorten,trebuie să a scurta / must to shorten,K1,1243,1243,2,template_must,
d2000_1244,requests,poți să a mări?,can you to increase?,poți să a mări? / can you to increase?,K2,1244,1244,2,template_can_you,
d2000_1245,negation,nu a mări,do not to increase,nu a mări / do not to increase,K3,1245,1245,2,template_negation,
d2000_1246,actions,trebuie să a mări,must to increase,trebuie să a mări / must to increase,K4,1246,1246,2,template_must,
d2000_1247,requests,poți să a micșora?,can you to decrease?,poți să a micșora? / can you to decrease?,K5,1247,1247,2,template_can_you,
d2000_1248,negation,nu a micșora,do not to decrease,nu a micșora / do not to decrease,K6,1248,1248,2,template_negation,
d2000_1249,actions,trebuie să a micșora,must to decrease,trebuie să a micșora / must to decrease,K7,1249,1249,2,template_must,
d2000_1250,requests,poți să a păstra?,can you to preserve?,poți să a păstra? / can you to preserve?,K8,1250,1250,2,template_can_you,
d2000_1251,negation,nu a păstra,do not to preserve,nu a păstra / do not to preserve,K9,1251,1251,2,template_negation,
d2000_1252,actions,trebuie să a păstra,must to preserve,trebuie să a păstra / must to preserve,KB,1252,1252,2,template_must,
d2000_1253,requests,poți să a pierde?,can you to lose?,poți să a pierde? / can you to lose?,KC,1253,1253,2,template_can_you,
d2000_1254,negation,nu a pierde,do not to lose,nu a pierde / do not to lose,KD,1254,1254,2,template_negation,
d2000_1255,actions,trebuie să a pierde,must to lose,trebuie să a pierde / must to lose,KF,1255,1255,2,template_must,
d2000_1256,requests,poți să a câștiga?,can you to gain?,poți să a câștiga? / can you to gain?,KG,1256,1256,2,template_can_you,
d2000_1257,negation,nu a câștiga,do not to gain,nu a câștiga / do not to gain,KH,1257,1257,2,template_negation,
d2000_1258,actions,trebuie să a câștiga,must to gain,trebuie să a câștiga / must to gain,KJ,1258,1258,2,template_must,
d2000_1259,requests,poți să a folosi?,can you to use?,poți să a folosi? / can you to use?,KK,1259,1259,2,template_can_you,
d2000_1260,negation,nu a folosi,do not to use,nu a folosi / do not to use,KL,1260,1260,2,template_negation,
d2000_1261,actions,trebuie să a folosi,must to use,trebuie să a folosi / must to use,KM,1261,1261,2,template_must,
d2000_1262,requests,poți să a învăța?,can you to learn?,poți să a învăța? / can you to learn?,KN,1262,1262,2,template_can_you,
d2000_1263,negation,nu a învăța,do not to learn,nu a învăța / do not to learn,KP,1263,1263,2,template_negation,
d2000_1264,actions,trebuie să a învăța,must to learn,trebuie să a învăța / must to learn,KQ,1264,1264,2,template_must,
